heading,news_provider,date,time,wordcount
  List of top platforms for bitcoin trading!,The Dubrovnik Times,2023-03-13,23:00:00,729
  Let's learn about bitcoin and its featur…,The Dubrovnik Times,2023-03-13,23:00:00,752
  Let's learn about bitcoin and its features!,The Dubrovnik Times,2023-03-13,23:00:00,753
  List of top platforms for bitcoin tradin…,The Dubrovnik Times,2023-03-13,23:00:00,728
"  Around the time Joe Samuels deposited the last of his life-savings into the Bitcoin ATM in a Hartford corner store, be began to wonder if he...",Fairfield Citizen-News,2023-03-13,22:07:00,1560
  7 Blockchain Stocks Destined to Disrupt Traditional Industries,InvestorPlace,2023-03-13,21:48:00,1322
  Crypto market resilient after collapse of SVB bank,Iraqi News,2023-03-13,21:00:00,504
  Who is the ultimate controller of bitcoin?,Cyprus Mail,2023-03-13,21:00:00,1371
  Bitcoin crosses $24.7K and triggers increased market activity,Techstory,2023-03-13,20:00:00,437
  The Evolution of Ransomware,TechSpot,2023-03-13,19:27:00,2478
"  CryptoQuant CEO reveals $1 Billion buying pressure on BTC, ETH, BNB",India TV News,2023-03-13,19:00:00,389
"  Cryptocurrency Stock News: Marathon Digital Holdings (NASDAQ: $MARA) Responds to Closure of Signature Bank, New York, NY",InvestorIdeas.com,2023-03-13,19:00:00,988
  BTC women “Embrace Equity” at IWD Watch Party,Bahamas Local,2023-03-13,18:49:00,1180
  Lucky Bitcoin miner solves a valid block earning a $150K  reward,Cryptopolitan,2023-03-13,17:23:00,436
  Study reveals countries with the highest Cryptocurrency ownership,InvestorIdeas.com,2023-03-13,17:20:00,716
  New type of non-fungible tokens called Ordinals generate US$16.5 million...,Dimsum Daily,2023-03-13,17:00:00,165
  New type of non-fungible tokens called Ordinals generate US$16.5 million in sales,Dimsum Daily,2023-03-13,17:00:00,167
  New type of non-fungible tokens called Ordinals generate US$16.5 million…,Dimsum Daily,2023-03-13,17:00:00,164
"  Bitcoin’s price surges over 10% in past 24 hours, rising above…",Dimsum Daily,2023-03-13,17:00:00,301
"  Bitcoin’s price surges over 10% in past 24 hours, rising above...",Dimsum Daily,2023-03-13,17:00:00,302
"  Bitcoin price analysis: BTC price soars above $24,000 level after a strong bullish rally",Cryptopolitan,2023-03-13,16:08:00,688
  Cryptoverse: New breed of bitcoin NFTs sell for millions,AsiaOne,2023-03-13,16:00:00,753
  The Promise and Pitfalls of Central Bank Digital Currencies,Finance Magnates,2023-03-13,15:57:00,1796
  Hut 8 Mining Corp. (HUT) Q4 2022 Earnings Call Transcript,Seeking Alpha,2023-03-13,15:45:00,5121
  CME Group goes live with event contracts on Bitcoin futures,FinanceFeeds,2023-03-13,15:38:00,489
  Shock and awe in Cryptoland,Finance Magnates,2023-03-13,15:29:00,2116
  Shock and Awe in Cryptoland,Finance Magnates,2023-03-13,15:29:00,2116
  Crypto Spooked and Suspicious after Silicon Valley Bank's Collapse,Finance Magnates,2023-03-13,15:29:00,2107
  LooksRare Price Hits $0.15 (LOOKS),Daily Political,2023-03-13,14:32:00,463
  Nexum (NEXM) Price Reaches $0.0485 on Exchanges,Daily Political,2023-03-13,14:32:00,482
  BSV Price Prediction 2023-2032: Will Bitcoin SV Hit $100 Soon?,Cryptopolitan,2023-03-13,14:30:00,2523
  Global Crypto Market Cap Surges Above $1 Trillion As Bitcoin Makes Bullish Comeback,ZyCrypto,2023-03-13,14:02:00,509
  Investors turn to Bitcoin and gold after SVB collapseCryptocurrency,SmartCompany.com.au,2023-03-13,14:00:00,601
"  CoinField Coin (CFC) One Day Volume Hits $2,443.14",Daily Political,2023-03-13,13:56:00,529
  Aleph Zero (AZERO) 24-Hour Volume Tops $3.18 Million,Daily Political,2023-03-13,13:52:00,561
  Optimism (OP) Trading 5.2% Lower Over Last 7 Days,Daily Political,2023-03-13,13:52:00,670
"  Alchemix USD (ALUSD) Reaches 1-Day Volume of $151,371.94",Daily Political,2023-03-13,13:52:00,592
  Lido DAO (LDO) Hits Self Reported Market Cap of $2.15 Billion,Daily Political,2023-03-13,13:38:00,553
"  Banking, Bitcoin, And (Mis)Behavior",Seeking Alpha,2023-03-13,12:10:00,2989
  News24.com | Bitcoin jumps to highest since June as rally gathers pace,FIN24,2023-03-13,12:00:00,351
"  Bitcoin and Ethereum: Crypto responds to SVB, Signature Bank crisis",Proactive Investors Australia,2023-03-13,11:20:00,602
  Robert Kiyosaki urges buying Bitcoin as ‘more fake money to invade sick economy’,Finbold - Finance in Bold,2023-03-13,11:12:00,390
  BTC hosts International Women’s Day ‘Watch Party’,The Tribune,2023-03-13,10:00:00,239
  Bitcoin Climbs To New High As Biden Administration Scrambles To Protect SVB Depositors,International Business Times,2023-03-13,05:00:00,529
  Bitcoin Climbs To New High As Biden Admin Scrambles To Protect SVB Clients,International Business Times,2023-03-13,05:00:00,529
  Moveable Multipolarity in Moscow: Ridin’ the ‘Newcoin’ Train,LewRockwell.com,2023-03-13,04:01:00,2671
  Bitcoin vs Solana: Which One to Trade in 2023?,Daily Times,2023-03-13,03:33:00,557
"  What the Failures of Signature, SVB and Silvergate Mean for the Crypto Sector",NBC 10,2023-03-13,02:48:00,1097
"  What the failures of Signature, SVB and Silvergate mean for the crypto sector",CNBC,2023-03-13,01:48:00,998
"  Mooners and Shakers: Bitcoin surges above $22k amid SVB fallout, USDC depeg and Fed funding announcement",Stockhead,2023-03-13,00:08:00,1662
  MicroStrategy and Marathon Digital Lead Bounce for Crypto-Related Stocks,CoinDesk,2023-03-13,00:00:00,519
  Bitcoin Surges 18% to Above $24K,CoinDesk,2023-03-13,00:00:00,340
  7 Penny Stocks to Watch for Major Upcoming News,InvestorPlace,2023-03-12,22:36:00,1674
  Why has bitcoin become the preference of investors?,Cyprus Mail,2023-03-12,21:00:00,711
  Bitcoin Price Fall Ignites Huge “Buy The Dip” Moment For Whales As BTC Accumulation Heightens,ZyCrypto,2023-03-12,19:43:00,449
"  Pouch.ph, Coins.ph host Boracay Island bitcoin conference",The Manila Times,2023-03-12,16:30:00,287
  CME Group to launch event contracts on Bitcoin futures Monday,DRG News,2023-03-12,15:20:00,207
"  Hxro (HXRO) Reaches One Day Trading Volume of $7,587.78",Daily Political,2023-03-12,14:32:00,502
  Gnosis Trading Down 6% Over Last Week (GNO),Daily Political,2023-03-12,14:32:00,544
  Ren (REN) Price Tops $0.0763 on Exchanges,Daily Political,2023-03-12,14:32:00,555
  Grayscale Bitcoin Trust (BTC) (OTCMKTS:GBTC) Share Price Crosses Above Fifty Day Moving Average of $11.31,Daily Political,2023-03-12,14:22:00,158
  MOBOX (MBOX) Price Down 11.4% Over Last Week,Daily Political,2023-03-12,14:18:00,533
"  Constellation (DAG) 24 Hour Trading Volume Reaches $233,942.14",Daily Political,2023-03-12,14:18:00,733
  Oxen (OXEN) Price Down 2.2% Over Last 7 Days,Daily Political,2023-03-12,14:18:00,558
  DigiByte Price Reaches $0.0089 (DGB),Daily Political,2023-03-12,13:48:00,733
  Smooth Love Potion (SLP) Price Hits $0.0026,Daily Political,2023-03-12,13:48:00,589
"  Cryptocurrencies to watch for the week of March 13, 2023",Finbold - Finance in Bold,2023-03-12,13:42:00,1283
  Police report progress in averting scams,Thunder Bay Source,2023-03-12,13:00:00,780
"  HedgeUp (HDUP) Presale Continues To Grow Portfolios as ETH, BTC Liquidity Thins",ZyCrypto,2023-03-12,12:51:00,682
  Riot Platforms: Capital Intensive With Uncertain Future,Seeking Alpha,2023-03-12,12:22:00,774
"  In veto of ‘central bank digital currency’ law, Gov. Kristi Noem joins conservative lawmakers",Grand Forks Herald,2023-03-12,05:00:00,1537
  Crypto Lists First to Reach 100 Bitcoin Casino Reviews,PR.com,2023-03-12,00:26:00,379
  USDC Volatility Lifts Bitcoin's Coinbase Premium to 3-Year High,CoinDesk,2023-03-12,00:00:00,476
  Silvergate's Collapse May Spell Regulatory Trouble for Crypto,CoinDesk,2023-03-11,22:54:00,1931
  How will Bitcoin survive the crypto winter?,Cyprus Mail,2023-03-11,21:00:00,705
  Is Bitcoin still in its infancy?,Cyprus Mail,2023-03-11,21:00:00,727
  Difference Between Bitcoin Units And Physical Currency,Swords Today,2023-03-11,13:42:00,718
"  Bitcoin Crashes to Below $20,000 as Silvergate Capital Liquidates, Sells Assets to Avoid Further Loss",Tech Times,2023-03-11,02:03:00,531
  Bitcoin Regains $20K After $200M in Crypto Liquidations; Some Traders Brush Off USDC Fears,CoinDesk,2023-03-11,00:00:00,456
  Broadcasting3 days ago Are there Really Cashless Economies?,Nigeria Communications Week,2023-03-11,00:00:00,2296
  Are there Really Cashless Economies?,Nigeria Communications Week,2023-03-11,00:00:00,2293
  Broadcasting2 days agoAre there Really Cashless Economies?,Nigeria Communications Week,2023-03-11,00:00:00,2295
  Broadcasting16 hours agoAre there Really Cashless Economies?,Nigeria Communications Week,2023-03-11,00:00:00,2295
  Software Engineering Manager at Bitcoin Depot (Anywhere),Blockchain News,2023-03-10,23:00:00,229
"  Best BitStarz Bonuses and Promo Codes (Welcome Bonus, Free Spins & More)",The Punch,2023-03-10,23:00:00,3074
  US SEC rejects VanEck spot bitcoin ETF application for third timeNEW YORK (Reuters) - The U.S. Securities and Exchange Commission on Friday...,The Compass,2023-03-10,21:25:00,217
  Bitcoin slumps below $20K as 2023 bull run reverses,India TV News,2023-03-10,19:00:00,349
"  NFT trade volume hit USD 2 billion in Feb! Bitcoin Ordinals, Yuga Labs, and Dogetti played a major role",Asian News International,2023-03-10,19:00:00,551
"  NFT trade volume hit USD 2 billion in Feb! Bitcoin Ordinals, Yuga La",Asian News International,2023-03-10,19:00:00,545
  3 Compelling Cryptos to Buy in March,InvestorPlace,2023-03-10,18:50:00,787
"  Bitcoin Price Likely to See Low-End Target Of $9,000 — Chief Market Strategist Warns",ZyCrypto,2023-03-10,18:20:00,450
  Statement Regarding the Commission’s Disapproval of a Proposed Rule Change to List and Trade Shares of the VanEck Bitcoin Trust,U.S. Securities and Exchange Commission,2023-03-10,16:57:00,2213
  Lightning Network Integration Speeds Up Bitcoin Use,Finance Magnates,2023-03-10,15:30:00,1773
"  Cindicator 24 Hour Trading Volume Hits $7,785.47 (CND)",Daily Political,2023-03-10,15:18:00,516
"  Huobi BTC (HBTC) Price Hits $19,839.06",Daily Political,2023-03-10,15:18:00,126
  ‘NakaDollar’: Ex-BitMEX CEO Proposes Stablecoin Backed By Bitcoin And Exchanges,ZyCrypto,2023-03-10,15:09:00,406
  Ravencoin (RVN) Achieves Market Cap of $264.56 Million,Daily Political,2023-03-10,15:00:00,606
  Reserve Rights (RSR) Price Hits $0.0035 on Exchanges,Daily Political,2023-03-10,14:58:00,618
  Elrond Price Hits $37.29 on Exchanges (EGLD),Daily Political,2023-03-10,14:58:00,597
  PAX Gold (PAXG) One Day Volume Tops $16.34 Million,Daily Political,2023-03-10,14:58:00,610
  Synthetix Price Down 26.1% Over Last Week (SNX),Daily Political,2023-03-10,14:58:00,797
  Celo Dollar Trading 0.2% Higher Over Last Week (CUSD),Daily Political,2023-03-10,14:52:00,515
  Helium Price Reaches $2.02 on Exchanges (HNT),Daily Political,2023-03-10,14:52:00,598
"  Sologenic (SOLO) One Day Volume Reaches $906,212.08",Daily Political,2023-03-10,14:52:00,571
  Belrium (BEL) Price Reaches $2.56 on Top Exchanges,Daily Political,2023-03-10,14:52:00,446
  Syscoin Market Capitalization Tops $109.53 Million (SYS),Daily Political,2023-03-10,14:50:00,750
  Cartesi (CTSI) 24 Hour Volume Hits $6.59 Million,Daily Political,2023-03-10,14:40:00,596
  Spell Token Price Reaches $0.0006 on Exchanges (SPELL),Daily Political,2023-03-10,14:40:00,511
"  Vai (VAI) One Day Volume Hits $116,709.90",Daily Political,2023-03-10,14:40:00,540
  Loopring Market Cap Tops $363.13 Million (LRC),Daily Political,2023-03-10,14:32:00,551
"  Efinity Token (EFI) One Day Trading Volume Tops $990,325.07",Daily Political,2023-03-10,14:28:00,539
  Frax Market Capitalization Achieves $1.05 Billion (FRAX),Daily Political,2023-03-10,14:28:00,487
"  The hyperbitcoinization project, launched with the support of Serhiy Tron, is one year",PRWeb,2023-03-10,14:00:00,511
  Bitcoin and Ethereum: Crypto markets trapped in the Silicon Valley crosshairs,Proactive Investors Australia,2023-03-10,11:08:00,551
"  More Than $70 Billion Wiped Off Crypto Market in 24 Hours as Bitcoin Drops 8% Below $20,000",NBC 10,2023-03-10,10:13:00,569
"  Crypto crisis: Bitcoin crashes below $20,000 – what’s next for investors?",Finbold - Finance in Bold,2023-03-10,09:55:00,388
"  Latest Crypto News: US Transfers $1 Billion Bitcoin From Dark Web, Spooks Investors; Sitharaman Urges IMF For Crypto Regulation ",Outlook India,2023-03-10,07:44:00,458
  NYAG Labels Ether as a Security in KuCoin Lawsuit,Finance Magnates,2023-03-10,07:07:00,1623
  What if There Are No Solutions?,LewRockwell.com,2023-03-10,04:01:00,901
  Broadcasting3 days ago Five Ways Businesses in Nigeria Can Drive Sales this Ramadan,Nigeria Communications Week,2023-03-10,00:00:00,2178
  Reviewing Code Is Mind-Numbing: Q&A With Bitcoin Maintainer Andrew Chow,CoinDesk,2023-03-10,00:00:00,1609
"  Bitcoin, Ether Fall for Third Consecutive Week",CoinDesk,2023-03-10,00:00:00,420
  Five Ways Businesses in Nigeria Can Drive Sales this Ramadan,Nigeria Communications Week,2023-03-10,00:00:00,2199
  Setting Odds on the GBTC Lawsuit,ETF Trends,2023-03-09,23:24:00,1592
  Postgre SQL DBA - India at Bitcoin Depot (Anywhere),Blockchain News,2023-03-09,23:00:00,162
  System Analyst - India at Bitcoin Depot (Anywhere),Blockchain News,2023-03-09,23:00:00,230
"  Bitcoin: The Good, better and best",Cyprus Mail,2023-03-09,21:00:00,733
"  Bitcoin price analysis: BTC retests $20,870, further decline incoming?",Cryptopolitan,2023-03-09,20:56:00,585
  The Evolution of Ransomware: How Did We Get Here?,TechSpot,2023-03-09,20:52:00,2480
  Study Reveals Countries With The Highest Cryptocurrency Ownership,ValueWalk,2023-03-09,20:29:00,779
  NFP Data Preview: Impact on Bitcoin and Crypto Prices,Bankless Times,2023-03-09,19:59:00,527
  Integrating Cryptocurrencies in E-Commerce: Opportunities and Risks in 2023,Finance Magnates,2023-03-09,19:50:00,2014
  Perth Heat’s ‘Stealing Sats’ gives fans a chance at free Bitcoin every time a base is stolen or a home run is hit,Stockhead,2023-03-09,18:30:00,960
  BTC Commemorates International Women’s Day,ZNS Bahamas,2023-03-09,17:47:00,229
"  Bitcoin falls below US$20,000 for the first time since mid-January",Dimsum Daily,2023-03-09,17:00:00,365
  Bitcoin Unfazed Despite Regulatory Pressure on Largest Exchange,ETF Trends,2023-03-09,15:24:00,492
  Aave One Day Trading Volume Hits $65.58 Million (AAVE),Daily Political,2023-03-09,15:20:00,560
  Cobak Token Trading 15.7% Lower Over Last Week (CBK),Daily Political,2023-03-09,15:20:00,543
  Orbs 1-Day Volume Reaches $2.14 Million (ORBS),Daily Political,2023-03-09,15:20:00,593
  Frax Reaches Market Capitalization of $1.05 Billion (FRAX),Daily Political,2023-03-09,15:20:00,494
  SOMESING Hits 24 Hour Volume of $1.64 Million (SSX),Daily Political,2023-03-09,14:58:00,525
  Grin (GRIN) Market Capitalization Hits $5.71 Million,Daily Political,2023-03-09,14:56:00,527
  Enjin Coin Trading 14% Lower This Week (ENJ),Daily Political,2023-03-09,14:56:00,600
  Hxro 1-Day Trading Volume Hits $964.81 (HXRO),Daily Political,2023-03-09,14:32:00,501
  Metis (MTS) Hits Self Reported Market Capitalization of $33.34 Billion,Daily Political,2023-03-09,14:32:00,578
  Orbit Chain Price Hits $0.0987 on Top Exchanges (ORC),Daily Political,2023-03-09,14:32:00,511
"  Tenset (10SET) Hits 1-Day Trading Volume of $136,414.36",Daily Political,2023-03-09,14:32:00,521
  What Is the Best Crypto to Buy Now? Our 3 Top Picks,InvestorPlace,2023-03-09,13:55:00,712
  Bitcoin: 10 Years Since Cyprus,Seeking Alpha,2023-03-09,13:31:00,1244
  BTC Miner Hut 8 Doubles 2022 Net Loss to $176 Million,Finance Magnates,2023-03-09,12:56:00,1790
  BTC Miner Hut 8 Doubles 2022 Net Loss to $176 million,Finance Magnates,2023-03-09,12:56:00,1792
"  Bitcoin, Ether Fall After Go-To Crypto Bank Silvergate Announces Liquidation",NBC 10,2023-03-09,12:35:00,581
"  Bitcoin, ether fall after go-to crypto bank Silvergate announces liquidation",CNBC,2023-03-09,12:35:00,557
  Xapo Bank Becomes the First Bank to Offer Near-Instant Bitcoin Payments On the Lightning Network Powered by Lightspark,Intellasia,2023-03-09,12:22:00,1009
  HIVE Blockchain Technologies Faces A Challenging 2023,Seeking Alpha,2023-03-09,11:18:00,1203
  Bitcoin steadies near lows hit after fall of Silvergate,Star2.com,2023-03-09,11:17:00,325
  Bitcoin and Ethereum: Crypto markets face headwinds within and without,Proactive Investors Australia,2023-03-09,10:11:00,573
  Bitcoin steadies near lows hit after fall of SilvergateBy Elizabeth Howcroft and Tom Wilson LONDON (Reuters) - Bitcoin steadied on Thursday...,WNFL,2023-03-09,10:10:00,344
"  Crypto Prices Today: Market Sheds 1.72% Amid Mixed Trading, Bitcoin Drops 1.6%, Kava Up 5.7%",Outlook India,2023-03-09,07:14:00,426
"  Visa's Financials Show Strength, But Risks Loom: A Hold Rating Analysis",Seeking Alpha,2023-03-09,05:36:00,1650
"  Cryptocurrency Price Today: Global Market Cap Dips Below $1 Trillion, KAVA Becomes Top Gainer",ABP News,2023-03-09,05:32:00,635
  BTC Europe and Sudarshan Chemical Industries Sign Agreement on Distribution of Pigments in Europe,Newswire Today,2023-03-09,05:00:00,391
  How to Identify a Reputable Online Poker Site: The Complete Guide,Antigua News Room,2023-03-09,04:00:00,884
  Is a spot Bitcoin ETF back on the cards? SEC’s denial of Grayscale application could be overturned,Stockhead,2023-03-09,03:33:00,918
  Uh-oh! The crypto collapse has reached the real financial system,The Verge,2023-03-09,00:01:00,1783
  Crypto Options Market Flashes Bitcoin Warning as Silvergate Winds Down Operations,CoinDesk,2023-03-09,00:00:00,510
  Arthur Hayes Proposes Bitcoin-Backed Stablecoin Called NakaDollar,CoinDesk,2023-03-09,00:00:00,585
"  Price, Not Intrinsic Value, Is the True Measure of Bitcoin’s Success",CoinDesk,2023-03-09,00:00:00,1230
  Bitcoin Dips Below $21K to Reach Lowest Level In 7 Weeks as Silvergate Bank Shutdown Shakes Investors,CoinDesk,2023-03-09,00:00:00,574
  Mooners and Shakers: Bitcoin loses grip on $22k as Silvergate Bank announces voluntary liquidation,Stockhead,2023-03-08,23:53:00,802
  What are some of the key jargon to know about cryptocurrencies?,Cascade Business News,2023-03-08,23:52:00,789
  Diversify your crypto investment with altcoins,Cascade Business News,2023-03-08,23:51:00,727
  Want to invest in Bitcoin: here are some significant factors that you should be considering,Cascade Business News,2023-03-08,23:50:00,742
  Non Gamstop Casino Sites UK,The Punch,2023-03-08,23:00:00,3133
  First gold refinery launched in South Sudan,Radio Tamazuj,2023-03-08,22:00:00,556
  Grayscale-SEC Fight Could Clear the Way for Anybody to Speculate on Bitcoin,Registered Rep.,2023-03-08,20:32:00,1264
  Mt Gox trustee sets the final cut-off date for creditors,Techstory,2023-03-08,20:00:00,459
"  Bitcoin price analysis: BTC faces rejection at $22,342 as selling pressure intensifies",Cryptopolitan,2023-03-08,19:20:00,717
  Grayscale-SEC fight could clear the way for anybody to speculate on bitcoin,Financial Planning,2023-03-08,19:01:00,1223
  Elrond (EGLD) Hits Self Reported Market Capitalization of $1.03 Billion,Daily Political,2023-03-08,15:10:00,596
  Bitcoin SV Achieves Market Capitalization of $696.95 Million (BSV),Daily Political,2023-03-08,15:10:00,560
  How Blockchain Explorers Bring Transparency To Crypto,Tech Times,2023-03-08,15:03:00,1000
  42-coin Hits One Day Trading Volume of $0.69 (42),Daily Political,2023-03-08,14:56:00,565
  COTI Self Reported Market Capitalization Tops $64.73 Million (COTI),Daily Political,2023-03-08,14:56:00,602
  Is This Bitcoin ETF Worth Owning This Year?,BayStreet.ca,2023-03-08,14:31:00,298
  Bitcoin app Relai announces USD 4.5 million investment,The Paypers,2023-03-08,14:28:00,232
  Anticipating Cryptocurrency Prices Using Machine Learning,WhaTech,2023-03-08,14:00:00,1040
  Digital Dollar Could Bolster Case for Bitcoin,ETF Trends,2023-03-08,13:05:00,479
  'The US Government Wants To Get Rid Of Crypto' With Clem Chambers,Seeking Alpha,2023-03-08,13:00:00,9373
  $1 billion worth of Silk Road Bitcoins on the move; BTC dump imminent?,Finbold - Finance in Bold,2023-03-08,11:42:00,431
  Bitcoin and Ethereum: Crypto markets feel the Fed heat,Proactive Investors Australia,2023-03-08,10:42:00,605
  Digital Assets Beat Equities And Bonds Despite Regulatory Actions,Seeking Alpha,2023-03-08,09:18:00,3112
"  SEC Points to 'Unregulated' Spot Market in First Oral Arguments Against GrayscaleUpdatedMar 08, 2023",Investopedia,2023-03-08,05:00:00,555
"  SEC Points to 'Unregulated' Spot Market in First Oral Arguments Against GrayscaleByKevin GeorgeUpdatedMar 08, 2023",Investopedia,2023-03-08,05:00:00,556
  Cryptocurrency Price Today: Bitcoin Fails To Impress As Reds Dominate Price Charts On Holi,ABP News,2023-03-08,04:56:00,434
  Zymeworks Inc. (ZYME) Q4 2022 Earnings Call Transcript,Seeking Alpha,2023-03-08,04:15:00,8943
  Mooners and Shakers: Hawkish Fed boss gives crypto a mixed bag; Bitcoin and market dips,Stockhead,2023-03-08,00:02:00,906
  RA Comment On Digicel/BTC Network Ou…,Bernews,2023-03-08,00:00:00,150
  First Mover Americas: Bitcoin Belted by Rate Fears,CoinDesk,2023-03-08,00:00:00,455
  Bitcoin Miner Marathon Digital Terminates Credit Facility With Crypto Bank Silvergate,CoinDesk,2023-03-08,00:00:00,292
  Bitcoin Whales Have Been Swimming in Different Directions,CoinDesk,2023-03-08,00:00:00,319
"  Embattled Crypto Lender Celsius Allocates $25M for Withdrawals, Burns $500M in WBTC",CoinDesk,2023-03-08,00:00:00,510
"  Grayscale Chief Legal Officer: A Spot Bitcoin ETF Will Protect U.S. Investors, Consumers",CoinDesk,2023-03-08,00:00:00,567
  RA Comment On Digicel/BTC Network Outage,Bernews,2023-03-08,00:00:00,150
"  Grayscale Launches Appeal Against SEC, and Its Shares Rally",Chief Investment Officer,2023-03-07,23:53:00,440
  Legal Ruling Could Collapse GBTC's Discount To NAV Within Months,Seeking Alpha,2023-03-07,23:49:00,381
  US court questions SEC's rejection of Grayscale's bitcoin fund proposal WASHINGTON — U.S. federal appellate court judges questioned on...,Canada.com,2023-03-07,23:11:00,625
  Judges Grill SEC Over GBTC Conversion Denial,ETF Trends,2023-03-07,22:13:00,411
"  Hut 8’s BTC Production Dips 17% in February, Plans Sale to Fund Operations",Finance Magnates,2023-03-07,20:36:00,1045
  Canaan Inc. (CAN) Q4 2022 Earnings Call Transcript,Seeking Alpha,2023-03-07,20:02:00,6402
  Bitcoin price analysis: BTC shows a descending pattern after a bearish taker over,Cryptopolitan,2023-03-07,19:44:00,527
  7 Cryptos to Watch as the Blockchain Hits a Snag,InvestorPlace,2023-03-07,19:09:00,1460
  Is Bitcoin a failed experiment?,Cyprus Mail,2023-03-07,17:23:00,227
  ‪Crypto Analyst Chris Burniske Sheds Light On Ethereum’s Price Performance Against Bitcoin,ZyCrypto,2023-03-07,16:29:00,404
  Celo Market Cap Hits $314.62 Million (CELO),Daily Political,2023-03-07,15:24:00,573
  Compound Dai (CDAI) Price Reaches $0.0222 on Exchanges,Daily Political,2023-03-07,15:22:00,592
  Vai (VAI) Price Hits $0.98 on Top Exchanges,Daily Political,2023-03-07,15:22:00,531
  Spell Token Trading Down 13.8% Over Last 7 Days (SPELL),Daily Political,2023-03-07,15:22:00,504
  Storj (STORJ) Price Hits $0.37 on Top Exchanges,Daily Political,2023-03-07,14:52:00,615
  MaidSafeCoin (MAID) One Day Volume Hits $732.82,Daily Political,2023-03-07,14:52:00,562
  TrueUSD 1-Day Trading Volume Tops $34.62 Million (TUSD),Daily Political,2023-03-07,14:50:00,651
  Ampleforth (AMPL) Trading 9.3% Higher This Week,Daily Political,2023-03-07,14:50:00,582
  Filecoin Price Hits $5.89 (FIL),Daily Political,2023-03-07,14:50:00,514
  Bitcoin’s historical pattern indicates now is the time to buy BTC,Finbold - Finance in Bold,2023-03-07,14:20:00,321
"  Bitcoin Mining Has Surprising Environmental, Grid Benefits",ETF Trends,2023-03-07,14:12:00,527
  FTX's Affiliate Sues Grayscale to Recover $250M for Customers and Creditors,Finance Magnates,2023-03-07,14:10:00,1453
  Spooked crypto investors ditch bitcoin and other digital asset funds,Proactive Investors Australia,2023-03-07,13:28:00,232
  Bitcoin Pulls Back Again After Japan Aims To Change Regulations,Emirates Business 24/7,2023-03-07,13:24:00,339
"  Canaan Reports 82% Lower Revenue in ""Tough"" Q4 2022.",Finance Magnates,2023-03-07,12:49:00,1855
  Court set to hear arguments in Grayscale's lawsuit against SEC over bitcoin fund,Star2.com,2023-03-07,11:20:00,629
  Yuga Labs’ First Bitcoin NFT Collection Auctioned for $16.5M,The Chain Bulletin,2023-03-07,11:16:00,343
  Bitcoin and Ethereum: Are crypto markets stuck in a rut?,Proactive Investors Australia,2023-03-07,10:46:00,498
  Court set to hear arguments in Grayscale's lawsuit against SEC over bitcoin fundBy Hannah Lang WASHINGTON (Reuters) - Federal appellate...,WNFL,2023-03-07,10:17:00,645
  Best Bitcoin and Crypto Wallets - CNET,CNET News,2023-03-07,09:30:00,2818
  Broad Commodities: An Often-Overlooked Source Of Diversification,Seeking Alpha,2023-03-07,09:09:00,1750
  Argo Daily BTC Production Rises 7% in February despite Network Difficulty Jump,Finance Magnates,2023-03-07,08:45:00,1719
  Argo Daily BTC Production Rises 7% in February Despite Network Difficulty Jump,Finance Magnates,2023-03-07,08:45:00,1715
"  Crypto Prices Today: Bitcoin Up 0.41%, Ethereum Up 0.91%",Outlook India,2023-03-07,07:10:00,441
  Yuga Labs' Bitcoin NFTs net US$16.5 million in 24 hours,Proactive Investors Australia,2023-03-07,06:59:00,324
  Hollywood Goes Crypto: 10 Must-Watch Movies for Bitcoin Enthusiasts,Albawaba News,2023-03-07,05:01:00,893
  SEC Points to 'Unregulated' Spot Market in First Oral Arguments Against Grayscale,Investopedia,2023-03-07,05:00:00,333
"  SEC Points to 'Unregulated' Spot Market in First Oral Arguments Against GrayscaleByKevin GeorgePublishedMar 07, 2023",Investopedia,2023-03-07,05:00:00,557
"  Cryptoverse: Hooked on growth, bitcoin investors turn to smart tokens",VC Circle,2023-03-07,05:00:00,483
  Court Set To Hear Arguments In Grayscale's Lawsuit Against SEC Over Bitcoin Fund,International Business Times,2023-03-07,05:00:00,623
  Vinter in partnership with Bitcoin Capital,ETF Express,2023-03-07,05:00:00,313
"  Cryptoverse: Hooked On Growth, Bitcoin Investors Turn To Smart Tokens",International Business Times,2023-03-07,05:00:00,488
  Best Crypto Loans 2022,Emirates Business 24/7,2023-03-07,03:07:00,2265
  Crypto Guidance For New Investors On The Block,Commercial Construction & Renovation,2023-03-07,02:33:00,820
  Reasons For Investing In Bitcoins Despite Its Volatility,Commercial Construction & Renovation,2023-03-07,02:31:00,829
  Why Grayscale has a 40% chance of winning its court fight with the SEC to create a Bitcoin ETF,Fortune,2023-03-07,00:35:00,666
  How To Buy Ethereum in UAE | 2023 Award Winning Crypto Exchanges,Emirates Business 24/7,2023-03-07,00:28:00,778
  Mooners and Shakers: Bitcoin goes NUCLEAR (but not in price); Kraken set to launch its own bank,Stockhead,2023-03-07,00:20:00,1016
  Ether Call Options Look Attractive Relative to Bitcoin as Volatility Spread Dwindles: Matrixport,CoinDesk,2023-03-07,00:00:00,569
  Relai raises $4.5 million to ramp up crypto platform,Tech.eu,2023-03-06,23:01:00,404
