heading,news_provider,date,time,wordcount
"  Bitcoin Is Holding Below $17,000. How Cryptos Could Get a Santa Claus Rally. -- Barrons.com",Dow Jones Institutional News,2022-12-27,11:28:00,457
  Press Release: BIT Mining Limited Subsidiary Experiences Cyberattack,Dow Jones Institutional News,2022-12-26,11:10:00,559
  He's Still a Bull On Amazon -- And Bitcoin -- Barron's,Dow Jones Institutional News,2022-12-24,02:30:00,2000
  Press Release: Iris Energy's 160MW of Data Center Capacity in British Columbia Not Affected by Recent Government Decision to Temporarily ...,Dow Jones Institutional News,2022-12-23,11:25:00,1547
  Bitcoin Edges Higher. FTX Fallout Could Tighten Crypto Regulation. -- Barrons.com,Dow Jones Institutional News,2022-12-23,10:48:00,252
"  Press Release: Bit Digital, Inc. Announces Commencement of Ethereum Staking Operations, Partnership with Blockdaemon",Dow Jones Institutional News,2022-12-22,21:30:00,1287
  Bitcoin Slips. The Focus Is Back on FTX's Sam Bankman-Fried. -- Barrons.com,Dow Jones Institutional News,2022-12-22,10:44:00,335
"  Actively Managed Stock Funds Top List of Best ETF Launches of 2022, While Bitcoin Is Worst -- Barrons.com",Dow Jones Institutional News,2022-12-22,07:00:00,1003
"  Bill Miller Is Still Bullish on Bitcoin, Amazon, and More -- Barrons.com",Dow Jones Institutional News,2022-12-22,06:15:00,1989
  Press Release: CleanSpark Surpasses Revised Year End Hashrate of 6 EH/s,Dow Jones Institutional News,2022-12-21,14:00:00,1001
  Press Release: Jazz Pharmaceuticals and Zymeworks Announce Jazz has Confirmed Opt-in and Advances Partnership for Zanidatamab,Dow Jones Institutional News,2022-12-21,12:30:00,2458
  Bitcoin Prices Rise. But Don't Get Too Excited as Crypto Market Is 'Looking Shaky.' -- Barrons.com,Dow Jones Institutional News,2022-12-21,10:57:00,321
  Bitcoin Miner Greenidge Says Bankruptcy Possible if Finances Worsen,Dow Jones Institutional News,2022-12-20,23:20:00,446
  Press Release: CryptoStar Corp. Provides Update on Operations and Personnel,Dow Jones Institutional News,2022-12-20,21:58:00,2349
  Press Release: Cipher Mining Expands Operations at Odessa Data Center,Dow Jones Institutional News,2022-12-20,21:05:00,926
  Press Release: Greenidge Generation Executes Term Sheet with Secured Lender NYDIG Regarding Debt Renegotiations; Provides Liquidity Update,Dow Jones Institutional News,2022-12-20,12:01:00,3538
  Bitcoin Pauses but a Sell Signal Flashes. Crypto Traders Should Brace for a Fall. -- Barrons.com,Dow Jones Institutional News,2022-12-20,11:15:00,405
  Options Weighed if Bitcoin ETF Goal Fails -- WSJ,Dow Jones Institutional News,2022-12-20,07:32:00,713
  Press Release: Mawson Infrastructure Group Inc. Announces November 2022 Operational Update,Dow Jones Institutional News,2022-12-19,22:58:00,1471
  Biggest Bitcoin Fund Says It Might Try Tender Offer. That's Good News For Investors -- Barrons.com,Dow Jones Institutional News,2022-12-19,17:03:00,659
  *Zymeworks Announces Positive Topline Data in the Pivotal Herozon-BTC-01 Trial of Zanidatamab,Dow Jones Institutional News,2022-12-19,12:00:00,1918
"  Bitcoin Is Back Below $17,000. Crypto Traders Can Use a Break but This Week Could Bring More Volatility. -- Barrons.com",Dow Jones Institutional News,2022-12-19,10:29:00,402
"  *If Grayscale's Bitcoin ETF Dreams Fail, Firm May Try a Tender Offer, CEO Says -- WSJ",Dow Jones Institutional News,2022-12-19,10:00:00,746
  Many Crypto Fans Call It Quits -- WSJ,Dow Jones Institutional News,2022-12-19,07:32:00,1012
  Crypto's Onetime Fans Are Calling It Quits After FTX Collapse -- WSJ,Dow Jones Institutional News,2022-12-18,10:30:00,974
  The Crypto Ice Age Is Here. It Could Get Even Worse. -- Barron's,Dow Jones Institutional News,2022-12-17,02:30:00,2308
  Press Release: LQwD Fintech Releases Version 2 of its Bitcoin Lightning Network Platform,Dow Jones Institutional News,2022-12-16,14:00:00,690
  Press Release: Bitfarms Sells de la Pointe Property for US$3.6 Million in Net Proceeds,Dow Jones Institutional News,2022-12-16,12:05:00,1665
"  Bitcoin Slides. This Time, FTX and Binance Have Less to Do With Crypto's Tumble. -- Barrons.com",Dow Jones Institutional News,2022-12-16,10:21:00,314
  The Crypto Ice Age Is Here. It Could Get Even Worse. -- Barrons.com,Dow Jones Institutional News,2022-12-16,07:30:00,2269
"  Press Release: BIGG Digital Assets Subsidiary, Blockchain Intelligence Group, Adds Cardano and Stacks Blockchain Support",Dow Jones Institutional News,2022-12-15,15:20:00,1179
  Press Release: Compass Therapeutics Announces Presentation of Updated Results from the Ongoing Phase 2 study of CTX-009 in Biliary Tract...,Dow Jones Institutional News,2022-12-15,13:43:00,801
"  Bitcoin Slips, Weighed Down by the Fed. But the Crypto Recovery Is Still in Play. -- Barrons.com",Dow Jones Institutional News,2022-12-15,10:06:00,258
  Press Release: CleanSpark Reports Fourth Quarter and Year End FY2022 Financial Results,Dow Jones Institutional News,2022-12-14,21:02:00,3804
  A Lesson from Crypto Chaos: Don't Invest in What You Don't Understand -- Barrons.com,Dow Jones Institutional News,2022-12-14,19:21:00,452
  Press Release: B. RILEY FINANCIAL ISSUES OPEN LETTER TO CORE SCIENTIFIC INVESTORS,Dow Jones Institutional News,2022-12-14,18:58:00,1558
  Press Release: SAI.TECH Announces Presence and Won Award at CGCC Chicago 2022 Annual Gala,Dow Jones Institutional News,2022-12-14,12:59:00,892
  Press Release: Bitfarms Receives NASDAQ Notification Regarding Minimum Bid Price Deficiency,Dow Jones Institutional News,2022-12-14,12:01:00,1720
  Bitcoin Heads Higher Despite the Crypto Turmoil. Why It Could Continue Gains. -- Barrons.com,Dow Jones Institutional News,2022-12-14,11:21:00,719
  Press Release: Hashdex Releases 2023 Crypto Investment Outlook,Dow Jones Institutional News,2022-12-13,13:35:00,2102
  Press Release: Iris Energy Announces Monthly Investor Update for November 2022,Dow Jones Institutional News,2022-12-13,12:12:00,3820
  Bitcoin Looks Vulnerable After Bankman-Fried's Arrest. Confidence in Crypto 'Shattered.' -- Barrons.com,Dow Jones Institutional News,2022-12-13,12:02:00,736
  EQS-News: Bitcoin Group SE plans takeover of Bankhaus von der Heydt,Dow Jones Newswires German,2022-12-13,11:03:00,879
  Bullet Blockchain Announces Board and Executive Leadership Transition,Dow Jones Institutional News,2022-12-13,11:00:00,936
  Press Release: Bullet Blockchain Announces Board and Executive Leadership Transition,Dow Jones Institutional News,2022-12-13,11:00:00,938
  Some Investors Pull Money Out of Wood's ARK Fund -- WSJ,Dow Jones Institutional News,2022-12-13,07:32:00,975
  *Hut 8 Appoints New Chief Financial Officer >HUT,Dow Jones Institutional News,2022-12-12,22:21:00,1534
                             EQS-Adhoc: Bitcoin Group SE concludes agreement to acquire Bankhaus von der Heydt,Dow Jones Institutional News,2022-12-12,15:28:00,395
  EQS-Adhoc: Bitcoin Group SE concludes agreement to acquire Bankhaus von der Heydt,Dow Jones Newswires German,2022-12-12,15:28:00,391
                             Elray Resources Inc. Acquires Online Casino Crypto Technology,Dow Jones Institutional News,2022-12-12,14:15:00,1478
  Press Release: Elray Resources Inc. Acquires Online Casino Crypto Technology,Dow Jones Institutional News,2022-12-12,14:15:00,1480
  Press Release: TeraWulf Significantly Increases Expected Q1 2023 Self-Mining Hash Rate at No Additional Cost and Announces Repayment of Certain Debt,Dow Jones Institutional News,2022-12-12,13:31:00,1638
  Investors Are Losing Faith in Cathie Wood's ARK Innovation -- WSJ,Dow Jones Institutional News,2022-12-12,13:00:00,927
"  Bitcoin Is in for a Big Week. Traders Now See $8,500 as More Likely Than $34,000. -- Barrons.com",Dow Jones Institutional News,2022-12-12,11:30:00,635
"                             Binance Seeks to Calm, but Finances Still Unclear -- WSJ",Dow Jones Institutional News,2022-12-12,07:32:00,1428
"  Bitcoin Drifts Higher. The Fed's Rates Decision Could Drive It to $18,000 or Unleash More Selling Pressure. -- Barrons.com",Dow Jones Institutional News,2022-12-10,18:07:00,507
"                             Binance Is Trying to Calm Investors, but Its Finances Remain a Mystery -- WSJ",Dow Jones Institutional News,2022-12-10,14:00:00,1388
  Press Release: IRIS ENERGY DEADLINE ALERT,Dow Jones Institutional News,2022-12-09,22:47:00,1002
"  Bitcoin Holds at $17,000. Pension Funds Have a Grim Message for Crypto's Future. -- Barrons.com",Dow Jones Institutional News,2022-12-09,11:13:00,704
  Top News Today: Stocks Gain; FTC Sues to Block Microsoft Deal; Jobless Claims Rise,Dow Jones Institutional News,2022-12-08,21:40:00,2824
  Quebec Shuns Bitcoin Mining in Bid to Conserve Power -- WSJ,Dow Jones Institutional News,2022-12-08,19:00:00,817
"  Bitcoin Is Stagnant, Like Stocks. Crypto Trading Has 'Fallen Off a Cliff.' -- Barrons.com",Dow Jones Institutional News,2022-12-08,11:02:00,538
  Heard on the Street: There Is No Free Money in Bitcoin -- WSJ,Dow Jones Institutional News,2022-12-08,07:32:00,831
  Public Crypto Firms Flash Accounting Red Flags -- WSJ,Dow Jones Institutional News,2022-12-08,07:32:00,1092
"  Press Release: SAI.TECH Global Corporation Reports Unaudited Financial Results for the Six Months Ended June 30, 2022",Dow Jones Institutional News,2022-12-08,01:00:00,2504
"  Top News Today: Stocks Mixed; Yield Spread Widens Between 2-Year, 10-Year Treasurys; Oil Nears One-Year Low",Dow Jones Institutional News,2022-12-07,21:49:00,3553
"  Press Release: Bit Digital, Inc. Announces Third Quarter of Fiscal Year 2022 Financial Results",Dow Jones Institutional News,2022-12-07,17:05:00,1627
  There Is No Free Money in Bitcoin -- Heard on the Street -- WSJ,Dow Jones Institutional News,2022-12-07,12:00:00,783
"  Press Release: BitNile Holdings' Subsidiary BitNile, Inc. Enters into Hosting Agreement with Agora Digital Holdings",Dow Jones Institutional News,2022-12-07,11:30:00,944
"  Press Release: BitNile Holdings' subsidiary BitNile, Inc. Enters into Hosting Agreement with Agora Digital Holdings",Dow Jones Institutional News,2022-12-07,11:30:00,881
  Bitcoin Falls. Crypto Traders Still Hope the Worst Is Over After FTX's Collapse. -- Barrons.com,Dow Jones Institutional News,2022-12-07,11:09:00,570
  Accounting Red Flags Are Common Among Public Crypto Companies,Dow Jones Institutional News,2022-12-07,10:40:00,1043
  Accounting Red Flags Are Common Among Public Crypto Companies -- WSJ,Dow Jones Institutional News,2022-12-07,10:30:00,1051
  EQS-News: Northern Data releases its November 2022 results for the mining business and comments on the outlook,Dow Jones Institutional News,2022-12-07,06:30:00,1300
  Press Release: Marathon Digital Holdings Announces Bitcoin Production and Mining Operation Updates for November 2022,Dow Jones Institutional News,2022-12-06,21:05:00,1311
  Bitcoin Is Falling. Recent Stability in Cryptos Can't Shake Off a Bearish Outlook. -- Barrons.com,Dow Jones Institutional News,2022-12-06,11:06:00,513
"  Press Release: Bit Digital, Inc. Announces Monthly Production Update for November 2022",Dow Jones Institutional News,2022-12-05,21:00:00,835
  Press Release: Riot Announces November 2022 Production and Operations Updates,Dow Jones Institutional News,2022-12-05,14:00:00,1334
  Press Release: TeraWulf Announces November 2022 Production and Operations Updates,Dow Jones Institutional News,2022-12-05,13:31:00,1479
  Press Release: DMG Blockchain Solutions Provides November Mining Results; Company to Present at Singular Research's Best of the Uncovered Investor Conference,Dow Jones Institutional News,2022-12-05,12:33:00,1388
  Press Release: Hut 8 Mining Production and Operations Update for November 2022,Dow Jones Institutional News,2022-12-05,11:30:00,1354
"  Bitcoin Rises With a Recovery to $21,500 in Sight. But the Road Ahead Is Treacherous. -- Barrons.com",Dow Jones Institutional News,2022-12-05,10:55:00,529
  Press Release: CleanSpark Releases November 2022 Bitcoin Mining Update,Dow Jones Institutional News,2022-12-02,14:00:00,1300
  Press Release: Digihost Announces Y/Y YTD 45% Increase in Bitcoin Production and Provides Operations Update,Dow Jones Institutional News,2022-12-02,11:00:00,1424
"  Bitcoin Is Falling. Cryptos, Like Stocks, Are Vulnerable to the Jobs Report. -- Barrons.com",Dow Jones Institutional News,2022-12-02,10:57:00,363
  Bitcoin's Crash Could Bring New Life to Gold -- Barrons.com,Dow Jones Institutional News,2022-12-01,21:21:00,607
  Press Release: Bitwise Announces Results of November 2022 Month-End Crypto Index Reconstitution,Dow Jones Institutional News,2022-12-01,20:56:00,1715
  Press Release: CleanSpark Expands Board of Directors with Appointment of Bitcoin Policy Expert Amanda Cavaleri                        ,Dow Jones Institutional News,2022-12-01,14:00:00,1289
  Press Release: GSR II Meteora Acquisition Corp . Announces Filing of Amended Proxy Statement; Bitcoin Depot Reports Strong Third Quarter Results,Dow Jones Institutional News,2022-12-01,13:53:00,1901
  Press Release: Bitfarms Provides November 2022 Production and Mining Operations Update,Dow Jones Institutional News,2022-12-01,12:10:00,2255
  Press Release: BitNile Holdings Issues November Bitcoin Production and Mining Operation Report,Dow Jones Institutional News,2022-12-01,11:30:00,863
"  Bitcoin Crosses $17,000. This Rally Won't Help Overcome Crypto's 'Lehman Moment.' -- Barrons.com",Dow Jones Institutional News,2022-12-01,10:55:00,723
  FTX Collapse Draws Senate Hearing Scrutiny as Crypto Oversight in Focus -- WSJ,Dow Jones Institutional News,2022-12-01,10:30:00,2888
"  Press Release: Valour Inc . Announces Exclusive Partnership with Autostock, a Swedish Trading Platform to Launch Automated Trading Strateg...",Dow Jones Institutional News,2022-12-01,05:02:00,1155
"  Bitcoin Is on Its 'Last Gasp' Before Irrelevance, ECB Officials Say -- Barrons.com",Dow Jones Institutional News,2022-11-30,18:27:00,450
  FTX Has Spurred a 'Mass Exodus' in Crypto. Some May Be Ditching Bitcoin Forever. -- Barrons.com,Dow Jones Institutional News,2022-11-30,17:07:00,581
"  Bitcoin's Stabilization Is Likely an 'Artificially Induced Last Gasp,' ECB Officials Say -- WSJ",Dow Jones Institutional News,2022-11-30,12:53:00,374
  Bitcoin Is Languishing After the FTX Selloff. When Will It Be a Time to Buy? -- Barrons.com,Dow Jones Institutional News,2022-11-30,10:57:00,641
  Press Release: Cipher Mining Commences Bitcoin Mining at Odessa Data Center,Dow Jones Institutional News,2022-11-29,21:05:00,1011
  Bitcoin Prices Under Pressure as Cracks Spread Across Crypto Industry -- Barrons.com,Dow Jones Institutional News,2022-11-29,10:58:00,638
  Bitcoin Champion Peter Thiel Takes Hit In BlockFi Collapse -- WSJ,Dow Jones Institutional News,2022-11-29,07:32:00,421
  Bitcoin Booster Peter Thiel Takes a Hit in BlockFi Bankruptcy -- WSJ,Dow Jones Institutional News,2022-11-28,18:50:00,370
"  Bitcoin Drops as FTX Fallout, Risk Aversion Weigh -- Market Talk",Dow Jones Institutional News,2022-11-28,14:39:00,127
  Press Release: TeraWulf Updates Mining Operations and Cost-Reduction Initiatives,Dow Jones Institutional News,2022-11-28,13:30:00,1706
  Press Release: XBT Provider Receives Approval for and Publishes Updated Prospectus,Dow Jones Institutional News,2022-11-28,12:15:00,476
  Bitcoin Prices Fall. Why the Stock Market Could Be Setting Up Crypto for a Volatile Week. -- Barrons.com,Dow Jones Institutional News,2022-11-28,11:00:00,567
  The Trader: Searching for a Bottom in Crypto After FTX -- Barron's,Dow Jones Institutional News,2022-11-26,02:30:00,631
  Searching for a Bottom in Crypto After FTX -- Barrons.com,Dow Jones Institutional News,2022-11-26,01:05:00,618
  Bitcoin Prices Are Weak. Here's Proof That Gloom Is Spreading Across Crypto. -- Barrons.com,Dow Jones Institutional News,2022-11-25,12:00:00,538
  Buy Bitcoin Without an Exchange? It Can Be Done. But Would You Want To? -- Barrons.com,Dow Jones Institutional News,2022-11-25,07:59:00,874
  Crypto Has Little to Celebrate as Bitcoin and Ether See Gloomiest Thanksgiving Ever -- Barrons.com,Dow Jones Institutional News,2022-11-24,12:30:00,431
  Bitcoin Isn’t Budging. This Week Brings Little Hope for Crypto.,Dow Jones Institutional News,2022-11-24,12:10:00,433
  Bitcoin Isn't Budging. This Week Brings Little Hope for Crypto. -- Barrons.com,Dow Jones Institutional News,2022-11-24,11:45:00,438
  Wall Street Is Saying 'No' to a Bitcoin Rebound. Bearish Bets Are Piling Up. -- Barrons.com,Dow Jones Institutional News,2022-11-23,18:27:00,638
  Financial Services Roundup: Market Talk,Dow Jones Institutional News,2022-11-23,17:20:00,947
"  El Salvador Moves Toward Bitcoin-Backed 'Volcano Bonds' Despite Price Crash, FTX Turmoil -- WSJ",Dow Jones Institutional News,2022-11-23,16:15:00,444
  Bitcoin Miner Core Scientific Lost $435 Million in the Third Quarter -- WSJ,Dow Jones Institutional News,2022-11-23,15:30:00,326
  Dollar Reversal May be Temporary -- Market Talk,Dow Jones Institutional News,2022-11-23,12:26:00,1508
  UK PMI Data Point to Further Weakness Ahead -- Market Talk,Dow Jones Institutional News,2022-11-23,11:47:00,1514
  Zambia Debt Restructuring Seen Easing Inflation Risk -- Market Talk,Dow Jones Institutional News,2022-11-23,11:43:00,1491
  New Zealand Rate Decision Likely to Keep NZ Dollar Supported in Near-Term -- Market Talk,Dow Jones Institutional News,2022-11-23,11:26:00,1487
  UK PMI Data Add to Signs of Immediate Recession -- Market Talk,Dow Jones Institutional News,2022-11-23,11:21:00,1457
"  Bitcoin Rises. But a Fall to $10,000 Still May Be Likelier Than a Recovery to $20,000. -- Barrons.com",Dow Jones Institutional News,2022-11-23,11:16:00,634
  South Africa's Strong Inflation Points to 75bp Hike by Reserve Bank -- Market Talk,Dow Jones Institutional News,2022-11-23,10:48:00,1460
  Favorable Pricing Should Ensure Demand at UK Jan 2025-Dated Gilt Auction -- Market Talk,Dow Jones Institutional News,2022-11-23,10:26:00,1468
"  Eurozone 4Q Contraction Is Likely, Inflation Pressures Remain -- Market Talk",Dow Jones Institutional News,2022-11-23,10:23:00,1484
  Pound Briefly Extends Rise Vs Dollar After Scottish Independence Vote Ruling -- Market Talk,Dow Jones Institutional News,2022-11-23,10:19:00,1456
"  Eurozone PMIs Point to Recession, But Milder Than Previous Recessions -- Market Talk",Dow Jones Institutional News,2022-11-23,10:14:00,1470
  Global Equities Roundup: Market Talk,Dow Jones Institutional News,2022-11-23,10:11:00,1448
  Sterling Edges Higher After UK PMI Data Beat Forecasts -- Market Talk,Dow Jones Institutional News,2022-11-23,09:50:00,1482
  Bitcoin Recovery Could Prove Limited -- Market Talk,Dow Jones Institutional News,2022-11-23,09:43:00,153
  Crypto's Systemic Troubles Are Far From Over -- WSJ,Dow Jones Institutional News,2022-11-23,07:32:00,1177
"  FTX Was 'Personal Fiefdom' of Sam Bankman-Fried, Lawyer Says, as Contagion Spreads Beyond Bitcoin -- Barrons.com",Dow Jones Institutional News,2022-11-22,21:46:00,620
  Crypto Speculation Is All But Over. Its Systemic Troubles Aren't -- Streetwise -- WSJ,Dow Jones Institutional News,2022-11-22,17:09:00,1123
"  Press Release: BitNile Holdings Purchases 1,140 S19 XP Hydro Antminers Featuring Water Cooling and a Maximum Hashrate of 255 TH/s, the L...",Dow Jones Institutional News,2022-11-22,11:30:00,873
  Don't Tune Out for the Holidays. The Fed Minutes Will Be Must-Watch. -- Barrons.com,Dow Jones Institutional News,2022-11-22,11:26:00,1809
  Bitcoin Drops Further on FTX Fallout as Genesis Scrambles for Funds -- Barrons.com,Dow Jones Institutional News,2022-11-22,08:54:00,279
"  Press Release: BitNile Holdings Reports Third Quarter 2022 Financial Results, Including Revenue of $100 Million for the Nine Months Ended Se...",Dow Jones Institutional News,2022-11-22,00:27:00,2539
  FTX's Failure Has Created A Way to Buy Bitcoin For Half Off. Be Wary. -- Barrons.com,Dow Jones Institutional News,2022-11-21,19:12:00,722
                             DLTX : Dltx Raises Usd 3.5M To Launch Bitcoin Division In Dltx Digital Assets,Dow Jones Institutional News,2022-11-21,06:05:00,1965
  Why Bitcoin Has Weathered FTX's Collapse and Why It Isn't Time to Buy -- Barrons.com,Dow Jones Institutional News,2022-11-19,11:29:00,662
  Crypto's Game Plan After FTX's Collapse -- Barron's,Dow Jones Institutional News,2022-11-19,02:30:00,1948
"  Falling Crypto, Eager Whales -- Barron's",Dow Jones Institutional News,2022-11-19,02:30:00,747
  FTX Sends Crypto Reeling. The Whales Move in to Profit. -- Barrons.com,Dow Jones Institutional News,2022-11-18,23:39:00,742
  Why Crypto's Survival May Now Depend on Washington -- Barrons.com,Dow Jones Institutional News,2022-11-18,21:44:00,1914
  Why Isn't Bitcoin Down More? -- WSJ,Dow Jones Institutional News,2022-11-18,16:30:00,348
"  *LM Funding America 3Q Rev $187,780 >LMFA",Dow Jones Institutional News,2022-11-18,12:02:00,2614
"  Bitcoin Price Hovers in $16,000 Range -- WSJ",Dow Jones Institutional News,2022-11-18,10:19:00,366
  Bitcoin Prices Hold Firm Despite FTX Bankruptcy Revelations -- Barrons.com,Dow Jones Institutional News,2022-11-18,09:14:00,740
"  EQS-News: With A Growing Short Supply Of Crypto Mining Infrastructure, Can Mawson's Large-Scale Excess Capacity Provide Hope For The...",Dow Jones Newswires German,2022-11-17,14:10:00,1037
  Press Release: CleanSpark Earns Top Spot on Deloitte 's 2022 Technology Fast 500 List,Dow Jones Institutional News,2022-11-17,14:00:00,466
"  Press Release: ZetaChain Introduces First-Ever Omnichain Smart Contracts and Native Bitcoin Interoperability Support To Over 500,000 Users",Dow Jones Institutional News,2022-11-17,14:00:00,597
"  ZetaChain Introduces First-Ever Omnichain Smart Contracts and Native Bitcoin Interoperability Support To Over 500,000 Users",Dow Jones Institutional News,2022-11-17,14:00:00,595
"  Press Release: BIT Mining Limited Announces Unaudited Financial Results for the Third Quarter ended September 30, 2022",Dow Jones Institutional News,2022-11-17,11:00:00,4908
"  Wall Street Sours on Coinbase, Signaling Broad Crypto Doubts",Dow Jones Institutional News,2022-11-17,10:50:00,1083
"  Wall Street Sours on Coinbase, Signaling Broad Crypto Doubts -- WSJ",Dow Jones Institutional News,2022-11-17,10:30:00,2167
                             Grayscale Bitcoin Trust Is Near an Historic Discount. Cathie Wood Just Bought Shares. -- Barrons.com,Dow Jones Institutional News,2022-11-16,18:08:00,369
"  Did You Lose Money Investing in Bitcoin? You're Not Alone, Says Study. -- Barrons.com",Dow Jones Institutional News,2022-11-16,17:59:00,349
  How FTX's Bankruptcy Could Be Good News for Coinbase -- Barrons.com,Dow Jones Institutional News,2022-11-16,13:11:00,977
  Bitcoin Price Edges Lower as FTX Uncertainty Continues -- WSJ,Dow Jones Institutional News,2022-11-16,11:53:00,271
  Bitcoin Has Been Battered. But a Lot of Traders Are Risking It to Buy the Dip. -- Barrons.com,Dow Jones Institutional News,2022-11-15,16:20:00,481
"  Bitcoin Is Now Vulnerable to a Tumble Below $14,000 as Crypto Faces the FTX Fallout -- Barrons.com",Dow Jones Institutional News,2022-11-15,10:34:00,511
  Press Release: TeraWulf Announces Third Quarter 2022 Results and Provides Operational Updates,Dow Jones Institutional News,2022-11-14,21:20:00,2123
  Press Release: Greenidge Generation Announces Financial and Operating Results for Third Quarter 2022 and Provides Operational Update for October 2022,Dow Jones Institutional News,2022-11-14,21:16:00,2998
  Press Release: Bullet Blockchain Completes the Acquisition of the IP Portfolio Consisting of Bitcoin ATM Patents; Will Proceed With...,Dow Jones Institutional News,2022-11-14,17:46:00,1215
  Bullet Blockchain Completes the Acquisition of the IP Portfolio Consisting of Bitcoin ATM Patents; Will Proceed With Licensing to the...,Dow Jones Institutional News,2022-11-14,17:46:00,1213
  Press Release: Cathedra Bitcoin Provides Operations Update,Dow Jones Institutional News,2022-11-14,12:14:00,937
  Press Release: Bitfarms Reports Third Quarter 2022 Results with Positive Adjusted EBITDA of $10 million,Dow Jones Institutional News,2022-11-14,12:13:00,4137
  Press Release: Cipher Mining Provides Third Quarter 2022 Business Update,Dow Jones Institutional News,2022-11-14,12:00:00,2508
                             BitNile Expects No Direct Exposure To FTX Collapse -- MarketWatch,Dow Jones Institutional News,2022-11-14,11:43:00,190
  Press Release: BitNile Holdings Announces It Expects to Have No Direct Impact to Its Business Related to the Crypto Exchange FTX Bankruptcy,Dow Jones Institutional News,2022-11-14,11:30:00,647
"  Bitcoin Steadies Near $17,000. Crypto Picks Up the Pieces After FTX's Collapse. -- Barrons.com",Dow Jones Institutional News,2022-11-14,11:12:00,508
  Press Release: Canaan Inc . Reports Unaudited Third Quarter 2022 Financial Results,Dow Jones Institutional News,2022-11-14,08:30:00,4968
  FTX Customers Face a Long Road to Try to Get Their Money Back -- WSJ,Dow Jones Institutional News,2022-11-12,07:32:00,1144
  Bitcoin Is Steadying. Crypto Is Waiting for Next Shoe to Drop in FTX Crisis. -- Barrons.com,Dow Jones Institutional News,2022-11-11,10:59:00,731
  FTX Customers Wonder Whether They’ll Ever See Their Money Again,Dow Jones Institutional News,2022-11-11,10:50:00,1045
  FTX Customers Wonder Whether They'll Ever See Their Money Again -- WSJ,Dow Jones Institutional News,2022-11-11,10:30:00,1050
                             Fidelity Promotes 'Early Access' to Crypto Platform -- Barrons.com,Dow Jones Institutional News,2022-11-10,21:59:00,688
"  Bitcoin Could Drop to $13,000 in a Crypto Selloff That Lasts Weeks, J.P. Morgan Says -- Barrons.com",Dow Jones Institutional News,2022-11-10,12:22:00,579
  Press Release: Hut 8 Reports Operating and Financial Results for Q3 2022,Dow Jones Institutional News,2022-11-10,11:30:00,3384
  A Year to Forget for Bitcoin as Biggest Cryptocurrency Tumbles From Record High -- WSJ,Dow Jones Institutional News,2022-11-10,10:46:00,385
  Bitcoin Plumbs Lowest Level in Two Years as FTX Crisis Creates Crypto 'Bloodbath' -- Barrons.com,Dow Jones Institutional News,2022-11-10,10:34:00,596
  Press Release: Stronghold Digital Mining Reports Third Quarter 2022 Results and Provides Operational Update and Initial 2023 Guidance,Dow Jones Institutional News,2022-11-09,21:05:00,6014
  *Jazz Pharmaceuticals 3Q Loss/Shr 31c >JAZZ,Dow Jones Institutional News,2022-11-09,21:05:00,9068
"                             MicroStrategy Stock Tumbles, As Bitcoin Prices Fall Well Below 'low Watermark' For Carrying Value In Q3 -- MarketWatch",Dow Jones Institutional News,2022-11-09,17:49:00,247
  Bitcoin Prices Tank to a Yearly Low After FTX's Failure. What Happens Next. -- Barrons.com,Dow Jones Institutional News,2022-11-09,11:10:00,326
  *Marathon Digital 3Q Loss/Shr 65c >MARA,Dow Jones Institutional News,2022-11-08,21:05:00,2233
  Bitcoin Plunges to Lowest Level in Two Weeks. Blame Warring Crypto Billionaires. -- Barrons.com,Dow Jones Institutional News,2022-11-08,11:30:00,421
  Bitcoin and FTT Prices Drop After FTX-Binance Tussle -- WSJ,Dow Jones Institutional News,2022-11-08,11:07:00,540
                             Argo Blockchain Mined Less Bitcoin in October; Mining Revenue Fell,Dow Jones Institutional News,2022-11-08,08:51:00,204
  Justice Department Announces Seizure of Bitcoin Once Valued at $3.36 Billion -- WSJ,Dow Jones Institutional News,2022-11-08,07:32:00,573
  Press Release: INTERIM REPORT FOR THE THIRD QUARTER 2022 NEW WAVE GROUP AB,Dow Jones Institutional News,2022-11-08,06:37:00,1249
  New Wave Group: INTERIM REPORT FOR THE THIRD QUARTER 2022 NEW WAVE GROUP AB,Dow Jones Institutional News,2022-11-08,06:00:00,1232
                             Cathie Wood's 5 (Mostly) Bullish Indicators for the Crypto Market -- Barrons.com,Dow Jones Institutional News,2022-11-08,06:00:00,653
"  Press Release: Riot Reports Third Quarter 2022 Financial Results, Current Operational and Financial Highlights",Dow Jones Institutional News,2022-11-07,22:00:00,3668
  Justice Department Announces Seizure of $3.36 Billion in Bitcoin -- WSJ,Dow Jones Institutional News,2022-11-07,18:23:00,537
  Press Release: Iris Energy Announces Monthly Investor Update for October 2022,Dow Jones Institutional News,2022-11-07,14:30:00,3372
  Bitcoin Prices Are Falling. This Week Should Bring More Moves Based on Macro News. -- Barrons.com,Dow Jones Institutional News,2022-11-07,10:31:00,319
  Bitcoin-Mining Machines: For Sale on Deep Discount,Dow Jones Institutional News,2022-11-06,13:10:00,726
  Bitcoin-Mining Machines: For Sale on Deep Discount -- WSJ,Dow Jones Institutional News,2022-11-05,12:13:00,730
