heading,news_provider,date,time,wordcount
"  Crypto 'Went 12 Rounds With Mike Tyson' in 2022. Now, Bitcoin Whales Are Buying.",Barron's Online,2022-12-30,11:54:00,696
"  Crypto 'Went 12 Rounds With Mike Tyson' in 2022. Now, Bitcoin Whales Are Buying. -- Barrons.com",Dow Jones Institutional News,2022-12-30,11:54:00,691
  What's Behind Fidelity's Bitcoin's Plans? It May be Fear of Missing Out. -- Barrons.com,Dow Jones Institutional News,2022-12-30,06:30:00,1000
"  Mark Cuban says gold buyers are 'dumb as f—,' sparking a gold vs. bitcoin spat with Peter Schiff; 'His lack of understanding of Bitcoin is...",MarketWatch,2022-12-29,20:46:00,1462
"  Forget Bitcoin, Solana and Luna Are Crypto Losers of 2022. Dogecoin Was a Winner.",Barron's Online,2022-12-29,12:42:00,843
  Press Release: Bitfarms Promotes Geoffrey Morphy to Chief Executive Officer,Dow Jones Institutional News,2022-12-29,12:00:00,1974
  Bitcoin Is Under Pressure. Why the Santa Rally Could Turn Into a Santa Slide. -- Barrons.com,Dow Jones Institutional News,2022-12-29,10:37:00,565
  Bitcoin Is Under Pressure. Why the Santa Rally Could Turn Into a Santa Slide.,Barron's Online,2022-12-29,10:37:00,565
"                             MicroStrategy says it bought 2,500 bitcoin but also sold some for tax reasons; The company has spent more tha...",MarketWatch,2022-12-28,14:35:00,343
  Bitcoin Price Targets for 2023 Are In—and They Are Grim. Brace for a 50% Fall.,Barron's Online,2022-12-28,12:27:00,747
  Bitcoin Price Targets for 2023 Are in -- and They Are Grim. Brace for a 50% Fall. -- Barrons.com,Dow Jones Institutional News,2022-12-28,12:27:00,673
  Bitcoin Falls as Hopes for Santa Rally Fade. Crypto Traders Fear a 'Serious Leg Down.',Barron's Online,2022-12-28,10:29:00,562
  Bitcoin Falls as Hopes for Santa Rally Fade. Crypto Traders Fear a 'Serious Leg Down.' -- Barrons.com,Dow Jones Institutional News,2022-12-28,10:29:00,550
  Press Release: Galaxy To Acquire Helios Bitcoin Mining Facility from Argo Blockchain                        ,Dow Jones Institutional News,2022-12-28,07:00:00,1621
  3 Bitcoin Predictions for 2023 From a Crypto Executive Who Called the Market Top,Barron's Online,2022-12-27,15:09:00,947
  3 Bitcoin Predictions for 2023 from a Crypto Executive Who Called the Market Top -- Barrons.com,Dow Jones Institutional News,2022-12-27,15:09:00,947
  2023 Will Be Dire for Crypto. It Might Be Better for Bitcoin. -- Barrons.com,Dow Jones Institutional News,2022-12-27,11:47:00,1209
  2023 Will Be Dire for Crypto. It Might Be Better for Bitcoin.,Barron's Online,2022-12-27,11:47:00,1207
"  Bitcoin Is Holding Below $17,000. How Cryptos Could Get a Santa Claus Rally.",Barron's Online,2022-12-27,11:28:00,457
"  Bitcoin Is Holding Below $17,000. How Cryptos Could Get a Santa Claus Rally. -- Barrons.com",Dow Jones Institutional News,2022-12-27,11:28:00,457
  Press Release: BIT Mining Limited Subsidiary Experiences Cyberattack,Dow Jones Institutional News,2022-12-26,11:10:00,559
  He's Still a Bull On Amazon -- And Bitcoin -- Barron's,Dow Jones Institutional News,2022-12-24,02:30:00,2000
"  Why Famed Value Investor Bill Miller Is Still Bullish on Bitcoin, Amazon Stock, and More",Barron's Online,2022-12-23,19:55:00,1982
  Press Release: Iris Energy's 160MW of Data Center Capacity in British Columbia Not Affected by Recent Government Decision to Temporarily ...,Dow Jones Institutional News,2022-12-23,11:25:00,1547
  Bitcoin Edges Higher. FTX Fallout Could Tighten Crypto Regulation. -- Barrons.com,Dow Jones Institutional News,2022-12-23,10:48:00,252
  Bitcoin Edges Higher. FTX Fallout Could Tighten Crypto Regulation.,Barron's Online,2022-12-23,10:48:00,247
"  Press Release: Bit Digital, Inc. Announces Commencement of Ethereum Staking Operations, Partnership with Blockdaemon",Dow Jones Institutional News,2022-12-22,21:30:00,1287
"                             Coinbase plunges 86% in 2022, amid FTX-inspired slump. But one analyst says 'you have to have a multiyear time frame.'",MarketWatch,2022-12-22,19:17:00,1440
  Bitcoin Slips. The Focus Is Back on FTX's Sam Bankman-Fried. -- Barrons.com,Dow Jones Institutional News,2022-12-22,10:44:00,335
  Bitcoin Slips. The Focus Is Back on FTX's Sam Bankman-Fried.,Barron's Online,2022-12-22,10:44:00,333
"  Actively Managed Stock Funds Top List of Best ETF Launches of 2022, While Bitcoin Is Worst -- Barrons.com",Dow Jones Institutional News,2022-12-22,07:00:00,1003
"  Actively Managed Stock Funds Top List of Best ETF Launches of 2022, While Bitcoin Is Worst",Barron's Online,2022-12-22,07:00:00,1003
"  Bill Miller Is Still Bullish on Bitcoin, Amazon, and More -- Barrons.com",Dow Jones Institutional News,2022-12-22,06:15:00,1989
  Bitcoin Miner Core Scientific Files for Chapter 11; The declining price of bitcoin and rising costs for electricity pushed the company into...,The Wall Street Journal Online,2022-12-21,19:34:00,679
  Press Release: CleanSpark Surpasses Revised Year End Hashrate of 6 EH/s,Dow Jones Institutional News,2022-12-21,14:00:00,1001
  Press Release: Jazz Pharmaceuticals and Zymeworks Announce Jazz has Confirmed Opt-in and Advances Partnership for Zanidatamab,Dow Jones Institutional News,2022-12-21,12:30:00,2458
  Bitcoin Prices Rise. But Don't Get Too Excited as Crypto Market Is 'Looking Shaky.',Barron's Online,2022-12-21,12:27:00,462
                             Core Scientific Files for Bankruptcy. Crypto Miners Are at Rock Bottom.,Barron's Online,2022-12-21,12:12:00,457
  Bitcoin Prices Rise. But Don't Get Too Excited as Crypto Market Is 'Looking Shaky.' -- Barrons.com,Dow Jones Institutional News,2022-12-21,10:57:00,321
  Bitcoin Miner Greenidge Says Bankruptcy Possible if Finances Worsen,Dow Jones Institutional News,2022-12-20,23:20:00,446
  Bitcoin Miner Greenidge Says Bankruptcy Possible if Finances Worsen; Connecticut-based company is in talks with lender to reduce its debt...,WSJ Pro Bankruptcy,2022-12-20,23:13:00,457
  Press Release: CryptoStar Corp. Provides Update on Operations and Personnel,Dow Jones Institutional News,2022-12-20,21:58:00,2349
  Press Release: Cipher Mining Expands Operations at Odessa Data Center,Dow Jones Institutional News,2022-12-20,21:05:00,926
  Bitcoin Pauses but a Sell Signal Flashes. Crypto Traders Should Brace for a Fall.,Barron's Online,2022-12-20,13:39:00,412
  Press Release: Greenidge Generation Executes Term Sheet with Secured Lender NYDIG Regarding Debt Renegotiations; Provides Liquidity Update,Dow Jones Institutional News,2022-12-20,12:01:00,3538
  Bitcoin Pauses but a Sell Signal Flashes. Crypto Traders Should Brace for a Fall. -- Barrons.com,Dow Jones Institutional News,2022-12-20,11:15:00,405
  Options Weighed if Bitcoin ETF Goal Fails -- WSJ,Dow Jones Institutional News,2022-12-20,07:32:00,713
                             Tesla Investors Want the Twitter Overhang Gone. Here's When It Might End.,Barron's Online,2022-12-20,07:15:00,941
  Press Release: Mawson Infrastructure Group Inc. Announces November 2022 Operational Update,Dow Jones Institutional News,2022-12-19,22:58:00,1471
  Biggest Bitcoin Fund Says It Might Try Tender Offer. That's Good News For Investors,Barron's Online,2022-12-19,17:03:00,660
  Biggest Bitcoin Fund Says It Might Try Tender Offer. That's Good News For Investors -- Barrons.com,Dow Jones Institutional News,2022-12-19,17:03:00,659
  The Crypto Ice Age Is Here. What's Ahead for Bitcoin and the Stocks.,Barron's Online,2022-12-19,13:21:00,2304
  *Zymeworks Announces Positive Topline Data in the Pivotal Herozon-BTC-01 Trial of Zanidatamab,Dow Jones Institutional News,2022-12-19,12:00:00,1918
"  Bitcoin Is Back Below $17,000. Crypto Traders Can Use a Break but This Week Could Bring More Volatility.",Barron's Online,2022-12-19,10:29:00,414
"  Bitcoin Is Back Below $17,000. Crypto Traders Can Use a Break but This Week Could Bring More Volatility. -- Barrons.com",Dow Jones Institutional News,2022-12-19,10:29:00,402
"  If Grayscale's Bitcoin ETF Dreams Fail, Firm May Try a Tender Offer, CEO Says; Michael Sonnenshein attempts to assuage fears of Grayscale Bitcoin Trust investors after collapse of FTX",The Wall Street Journal Online,2022-12-19,10:00:00,687
"  *If Grayscale's Bitcoin ETF Dreams Fail, Firm May Try a Tender Offer, CEO Says -- WSJ",Dow Jones Institutional News,2022-12-19,10:00:00,746
  Many Crypto Fans Call It Quits -- WSJ,Dow Jones Institutional News,2022-12-19,07:32:00,1012
  Crypto's Onetime Fans Are Calling It Quits After FTX Collapse; Debacle is last straw for many who embraced crypto during pandemic,The Wall Street Journal Online,2022-12-18,10:30:00,983
  Crypto's Onetime Fans Are Calling It Quits After FTX Collapse -- WSJ,Dow Jones Institutional News,2022-12-18,10:30:00,974
  The Crypto Ice Age Is Here. It Could Get Even Worse. -- Barron's,Dow Jones Institutional News,2022-12-17,02:30:00,2308
  Is bitcoin still a good buy in 2023 after Sam Bankman-Fried's FTX scandal?,MarketWatch,2022-12-16,19:22:00,1434
  Press Release: LQwD Fintech Releases Version 2 of its Bitcoin Lightning Network Platform,Dow Jones Institutional News,2022-12-16,14:00:00,690
"  Bitcoin Slides. This Time, FTX and Binance Have Less to Do With Crypto's Tumble.",Barron's Online,2022-12-16,12:12:00,620
  Press Release: Bitfarms Sells de la Pointe Property for US$3.6 Million in Net Proceeds,Dow Jones Institutional News,2022-12-16,12:05:00,1665
"  Bitcoin Slides. This Time, FTX and Binance Have Less to Do With Crypto's Tumble. -- Barrons.com",Dow Jones Institutional News,2022-12-16,10:21:00,314
  The Crypto Ice Age Is Here. It Could Get Even Worse. -- Barrons.com,Dow Jones Institutional News,2022-12-16,07:30:00,2269
"  Press Release: BIGG Digital Assets Subsidiary, Blockchain Intelligence Group, Adds Cardano and Stacks Blockchain Support",Dow Jones Institutional News,2022-12-15,15:20:00,1179
  Press Release: Compass Therapeutics Announces Presentation of Updated Results from the Ongoing Phase 2 study of CTX-009 in Biliary Tract...,Dow Jones Institutional News,2022-12-15,13:43:00,801
"  Bitcoin Slips, Weighed Down by the Fed. But the Crypto Recovery Is Still in Play.",Barron's Online,2022-12-15,11:56:00,494
"  Bitcoin Slips, Weighed Down by the Fed. But the Crypto Recovery Is Still in Play. -- Barrons.com",Dow Jones Institutional News,2022-12-15,10:06:00,258
  A Big Takeaway for Investors From the FTX Crypto Mess,Barron's Online,2022-12-14,22:47:00,459
  Press Release: CleanSpark Reports Fourth Quarter and Year End FY2022 Financial Results,Dow Jones Institutional News,2022-12-14,21:02:00,3804
  A Lesson from Crypto Chaos: Don't Invest in What You Don't Understand -- Barrons.com,Dow Jones Institutional News,2022-12-14,19:21:00,452
  Press Release: B. RILEY FINANCIAL ISSUES OPEN LETTER TO CORE SCIENTIFIC INVESTORS,Dow Jones Institutional News,2022-12-14,18:58:00,1558
"  Athletes like Tom Brady and Odell Beckham took crypto as compensation. As of now, that's backfiring. Some professional athletes who took...",MarketWatch,2022-12-14,18:28:00,867
  Bitcoin Rises Again. SBF's Arrest Hasn't Meant Crypto's Death.,Barron's Online,2022-12-14,13:54:00,717
  Press Release: SAI.TECH Announces Presence and Won Award at CGCC Chicago 2022 Annual Gala,Dow Jones Institutional News,2022-12-14,12:59:00,892
  Press Release: Bitfarms Receives NASDAQ Notification Regarding Minimum Bid Price Deficiency,Dow Jones Institutional News,2022-12-14,12:01:00,1720
  Bitcoin Heads Higher Despite the Crypto Turmoil. Why It Could Continue Gains. -- Barrons.com,Dow Jones Institutional News,2022-12-14,11:21:00,719
  Crypto's Future After FTX,Barron's Podcasts,2022-12-13,21:49:00,5273
  Why Cryptos Rose After Sam Bankman-Fried's Arrest,Barron's Online,2022-12-13,21:35:00,727
  Bitcoin jumps to monthly high as U.S. inflation slows,MarketWatch,2022-12-13,17:46:00,263
  Press Release: Hashdex Releases 2023 Crypto Investment Outlook,Dow Jones Institutional News,2022-12-13,13:35:00,2102
  Press Release: Iris Energy Announces Monthly Investor Update for November 2022,Dow Jones Institutional News,2022-12-13,12:12:00,3820
  Bitcoin Looks Vulnerable After Bankman-Fried's Arrest. Confidence in Crypto 'Shattered.' -- Barrons.com,Dow Jones Institutional News,2022-12-13,12:02:00,736
  EQS-News: Bitcoin Group SE plans takeover of Bankhaus von der Heydt,Dow Jones Newswires German,2022-12-13,11:03:00,879
  Bullet Blockchain Announces Board and Executive Leadership Transition,Dow Jones Institutional News,2022-12-13,11:00:00,936
  Press Release: Bullet Blockchain Announces Board and Executive Leadership Transition,Dow Jones Institutional News,2022-12-13,11:00:00,938
  Some Investors Pull Money Out of Wood's ARK Fund -- WSJ,Dow Jones Institutional News,2022-12-13,07:32:00,975
  Investors Are Losing Faith in Cathie Wood's ARK Innovation; The ETF founder is seeing a drop in large holdings such as Tesla and Zoom,The Wall Street Journal Online,2022-12-12,22:50:00,959
  *Hut 8 Appoints New Chief Financial Officer >HUT,Dow Jones Institutional News,2022-12-12,22:21:00,1534
"  Bitcoin Is in for a Big Week. Traders Now See $8,500 as More Likely Than $34,000.",Barron's Online,2022-12-12,19:08:00,637
                             EQS-Adhoc: Bitcoin Group SE concludes agreement to acquire Bankhaus von der Heydt,Dow Jones Institutional News,2022-12-12,15:28:00,395
  EQS-Adhoc: Bitcoin Group SE concludes agreement to acquire Bankhaus von der Heydt,Dow Jones Newswires German,2022-12-12,15:28:00,391
                             Elray Resources Inc. Acquires Online Casino Crypto Technology,Dow Jones Institutional News,2022-12-12,14:15:00,1478
  Press Release: Elray Resources Inc. Acquires Online Casino Crypto Technology,Dow Jones Institutional News,2022-12-12,14:15:00,1480
  Press Release: TeraWulf Significantly Increases Expected Q1 2023 Self-Mining Hash Rate at No Additional Cost and Announces Repayment of Certain Debt,Dow Jones Institutional News,2022-12-12,13:31:00,1638
  Investors Are Losing Faith in Cathie Wood's ARK Innovation -- WSJ,Dow Jones Institutional News,2022-12-12,13:00:00,927
"  Bitcoin Is in for a Big Week. Traders Now See $8,500 as More Likely Than $34,000. -- Barrons.com",Dow Jones Institutional News,2022-12-12,11:30:00,635
  Terraform Labs co-founder Do Kwon reportedly hiding in Serbia,MarketWatch,2022-12-12,10:31:00,404
"                             Binance Seeks to Calm, but Finances Still Unclear -- WSJ",Dow Jones Institutional News,2022-12-12,07:32:00,1428
"  Bitcoin Drifts Higher. The Fed's Rates Decision Could Drive It to $18,000 or Unleash More Selling Pressure.",Barron's Online,2022-12-10,19:36:00,512
"  Bitcoin Drifts Higher. The Fed's Rates Decision Could Drive It to $18,000 or Unleash More Selling Pressure. -- Barrons.com",Dow Jones Institutional News,2022-12-10,18:07:00,507
"                             Binance Is Trying to Calm Investors, but Its Finances Remain a Mystery; Crypto exchange has begun releasing dat...",The Wall Street Journal Online,2022-12-10,17:30:00,1412
"                             Binance Is Trying to Calm Investors, but Its Finances Remain a Mystery -- WSJ",Dow Jones Institutional News,2022-12-10,14:00:00,1388
  Press Release: IRIS ENERGY DEADLINE ALERT,Dow Jones Institutional News,2022-12-09,22:47:00,1002
"  Bitcoin Holds at $17,000. Pension Funds Have a Grim Message for Crypto's Future. -- Barrons.com",Dow Jones Institutional News,2022-12-09,11:13:00,704
"  Bitcoin Holds at $17,000. Pension Funds Have a Grim Message for Crypto's Future.",Barron's Online,2022-12-09,11:13:00,705
  Top News Today: Stocks Gain; FTC Sues to Block Microsoft Deal; Jobless Claims Rise,Dow Jones Institutional News,2022-12-08,21:40:00,2824
"  Crypto was a 'bubble of a generation,' and 'doomed to burst,' says ECB official; 'People underestimate that our industry, relative to most,...",MarketWatch,2022-12-08,20:18:00,1305
  Quebec Shuns Bitcoin Mining in Bid to Conserve Power -- WSJ,Dow Jones Institutional News,2022-12-08,19:00:00,817
  Quebec Shuns Bitcoin Mining in Bid to Conserve Power; Canadian crypto-mining haven joins other areas in turning away from the energy...,The Wall Street Journal Online,2022-12-08,19:00:00,828
  Bitcoin Trading Has 'Fallen Off a Cliff.' FTX Has Scared People Away.,Barron's Online,2022-12-08,15:22:00,535
"  Bitcoin Is Stagnant, Like Stocks. Crypto Trading Has 'Fallen Off a Cliff.' -- Barrons.com",Dow Jones Institutional News,2022-12-08,11:02:00,538
  Heard on the Street: There Is No Free Money in Bitcoin -- WSJ,Dow Jones Institutional News,2022-12-08,07:32:00,831
  Public Crypto Firms Flash Accounting Red Flags -- WSJ,Dow Jones Institutional News,2022-12-08,07:32:00,1092
"  Press Release: SAI.TECH Global Corporation Reports Unaudited Financial Results for the Six Months Ended June 30, 2022",Dow Jones Institutional News,2022-12-08,01:00:00,2504
"  Top News Today: Stocks Mixed; Yield Spread Widens Between 2-Year, 10-Year Treasurys; Oil Nears One-Year Low",Dow Jones Institutional News,2022-12-07,21:49:00,3553
"  Press Release: Bit Digital, Inc. Announces Third Quarter of Fiscal Year 2022 Financial Results",Dow Jones Institutional News,2022-12-07,17:05:00,1627
  Bitcoin Falls. Crypto Traders Still Hope the Worst Is Over After FTX's Collapse.,Barron's Online,2022-12-07,14:10:00,569
  There Is No Free Money in Bitcoin; Bargain hunters should be cautious about the discounted share price of Grayscale Bitcoin Trust to its underlying coin holdings,The Wall Street Journal Online,2022-12-07,12:00:00,803
  There Is No Free Money in Bitcoin -- Heard on the Street -- WSJ,Dow Jones Institutional News,2022-12-07,12:00:00,783
"  Press Release: BitNile Holdings' Subsidiary BitNile, Inc. Enters into Hosting Agreement with Agora Digital Holdings",Dow Jones Institutional News,2022-12-07,11:30:00,944
"  Press Release: BitNile Holdings' subsidiary BitNile, Inc. Enters into Hosting Agreement with Agora Digital Holdings",Dow Jones Institutional News,2022-12-07,11:30:00,881
  Bitcoin Falls. Crypto Traders Still Hope the Worst Is Over After FTX's Collapse. -- Barrons.com,Dow Jones Institutional News,2022-12-07,11:09:00,570
  Accounting Red Flags Are Common Among Public Crypto Companies,Dow Jones Institutional News,2022-12-07,10:40:00,1043
  Accounting Red Flags Are Common Among Public Crypto Companies; Weak controls and related-party transactions appear in disclosures across...,The Wall Street Journal Online,2022-12-07,10:30:00,1058
  Accounting Red Flags Are Common Among Public Crypto Companies -- WSJ,Dow Jones Institutional News,2022-12-07,10:30:00,1051
  EQS-News: Northern Data releases its November 2022 results for the mining business and comments on the outlook,Dow Jones Institutional News,2022-12-07,06:30:00,1300
  Press Release: Marathon Digital Holdings Announces Bitcoin Production and Mining Operation Updates for November 2022,Dow Jones Institutional News,2022-12-06,21:05:00,1311
"                             Jamie Dimon slams cryptocurrencies as 'pet rocks', says they're 'not a real market'",MarketWatch,2022-12-06,16:28:00,419
  Bitcoin Is Falling. Recent Stability in Cryptos Can't Shake Off a Bearish Outlook.,Barron's Online,2022-12-06,13:58:00,512
  Bitcoin Is Falling. Recent Stability in Cryptos Can't Shake Off a Bearish Outlook. -- Barrons.com,Dow Jones Institutional News,2022-12-06,11:06:00,513
"  Press Release: Bit Digital, Inc. Announces Monthly Production Update for November 2022",Dow Jones Institutional News,2022-12-05,21:00:00,835
"  Bitcoin Recovery to $21,500 in Sight. But $250,000 Seems Like a Big Stretch.",Barron's Online,2022-12-05,14:07:00,614
  Press Release: Riot Announces November 2022 Production and Operations Updates,Dow Jones Institutional News,2022-12-05,14:00:00,1334
  Press Release: TeraWulf Announces November 2022 Production and Operations Updates,Dow Jones Institutional News,2022-12-05,13:31:00,1479
  Press Release: DMG Blockchain Solutions Provides November Mining Results; Company to Present at Singular Research's Best of the Uncovered Investor Conference,Dow Jones Institutional News,2022-12-05,12:33:00,1388
  Press Release: Hut 8 Mining Production and Operations Update for November 2022,Dow Jones Institutional News,2022-12-05,11:30:00,1354
"  Bitcoin Rises With a Recovery to $21,500 in Sight. But the Road Ahead Is Treacherous. -- Barrons.com",Dow Jones Institutional News,2022-12-05,10:55:00,529
"  Will crypto survive? Sadly, the FTX debacle is unlikely to be the last; The most likely path is improved regulation of centralized exchanges...",MarketWatch,2022-12-03,16:31:00,1068
  It's the Wild West in crypto. Does anyone want to be sheriff? Bitcoin and Ether rise for the week and have held up surprisingly well amid...,MarketWatch,2022-12-03,15:33:00,1510
  Bitcoin Falls as Jobs Report Is Harsh Reminder of Crypto's Link to Stocks,Barron's Online,2022-12-02,14:43:00,556
  Press Release: CleanSpark Releases November 2022 Bitcoin Mining Update,Dow Jones Institutional News,2022-12-02,14:00:00,1300
  Press Release: Digihost Announces Y/Y YTD 45% Increase in Bitcoin Production and Provides Operations Update,Dow Jones Institutional News,2022-12-02,11:00:00,1424
"  Bitcoin Is Falling. Cryptos, Like Stocks, Are Vulnerable to the Jobs Report. -- Barrons.com",Dow Jones Institutional News,2022-12-02,10:57:00,363
"  Bitcoin dips below $17,000 ahead of October jobs data; Bitcoin falls ahead of Friday's release of jobs data for October",MarketWatch,2022-12-01,23:51:00,276
  Bitcoin's Crash Could Bring New Life to Gold,Barron's Online,2022-12-01,21:21:00,602
  Bitcoin's Crash Could Bring New Life to Gold -- Barrons.com,Dow Jones Institutional News,2022-12-01,21:21:00,607
  Press Release: Bitwise Announces Results of November 2022 Month-End Crypto Index Reconstitution,Dow Jones Institutional News,2022-12-01,20:56:00,1715
  Press Release: CleanSpark Expands Board of Directors with Appointment of Bitcoin Policy Expert Amanda Cavaleri                        ,Dow Jones Institutional News,2022-12-01,14:00:00,1289
  Press Release: GSR II Meteora Acquisition Corp . Announces Filing of Amended Proxy Statement; Bitcoin Depot Reports Strong Third Quarter Results,Dow Jones Institutional News,2022-12-01,13:53:00,1901
"  Bitcoin Crosses $17,000. This Rally Won't Help Overcome Crypto's 'Lehman Moment.'",Barron's Online,2022-12-01,13:41:00,721
  Press Release: Bitfarms Provides November 2022 Production and Mining Operations Update,Dow Jones Institutional News,2022-12-01,12:10:00,2255
  Press Release: BitNile Holdings Issues November Bitcoin Production and Mining Operation Report,Dow Jones Institutional News,2022-12-01,11:30:00,863
"  Bitcoin Crosses $17,000. This Rally Won't Help Overcome Crypto's 'Lehman Moment.' -- Barrons.com",Dow Jones Institutional News,2022-12-01,10:55:00,723
  FTX Collapse Draws Senate Hearing Scrutiny as Crypto Oversight in Focus -- WSJ,Dow Jones Institutional News,2022-12-01,10:30:00,2888
"  Press Release: Valour Inc . Announces Exclusive Partnership with Autostock, a Swedish Trading Platform to Launch Automated Trading Strateg...",Dow Jones Institutional News,2022-12-01,05:02:00,1155
"  Bitcoin Is on Its 'Last Gasp' Before Irrelevance, ECB Officials Say",Barron's Online,2022-11-30,20:42:00,446
"  Bitcoin Is on Its 'Last Gasp' Before Irrelevance, ECB Officials Say -- Barrons.com",Dow Jones Institutional News,2022-11-30,18:27:00,450
  FTX Has Spurred a 'Mass Exodus' in Crypto. Some May Be Ditching Bitcoin Forever.,Barron's Online,2022-11-30,17:07:00,587
  FTX Has Spurred a 'Mass Exodus' in Crypto. Some May Be Ditching Bitcoin Forever. -- Barrons.com,Dow Jones Institutional News,2022-11-30,17:07:00,581
"  Bitcoin is on 'the road to irrelevance,' ECB says",MarketWatch,2022-11-30,14:45:00,302
"  Bitcoin's Stabilization Is Likely an 'Artificially Induced Last Gasp,' ECB Officials Say -- WSJ",Dow Jones Institutional News,2022-11-30,12:53:00,374
  Bitcoin Is Languishing After the FTX Selloff. When Will It Be a Time to Buy? -- Barrons.com,Dow Jones Institutional News,2022-11-30,10:57:00,641
  Bitcoin Is Languishing After the FTX Selloff. When Will It Be a Time to Buy?,Barron's Online,2022-11-30,10:57:00,647
  Press Release: Cipher Mining Commences Bitcoin Mining at Odessa Data Center,Dow Jones Institutional News,2022-11-29,21:05:00,1011
  Bitcoin Under Pressure as Cracks Spread Across Crypto Industry,Barron's Online,2022-11-29,16:00:00,632
  Bitcoin Prices Under Pressure as Cracks Spread Across Crypto Industry -- Barrons.com,Dow Jones Institutional News,2022-11-29,10:58:00,638
  Bitcoin Champion Peter Thiel Takes Hit In BlockFi Collapse -- WSJ,Dow Jones Institutional News,2022-11-29,07:32:00,421
"  Bitcoin Booster Peter Thiel Takes a Hit in BlockFi Bankruptcy; Thiel's Valar Ventures had a 19% stake in the crypto lender, according t...",The Wall Street Journal Online,2022-11-28,18:50:00,409
  Bitcoin Booster Peter Thiel Takes a Hit in BlockFi Bankruptcy -- WSJ,Dow Jones Institutional News,2022-11-28,18:50:00,370
"  Bitcoin Drops as FTX Fallout, Risk Aversion Weigh -- Market Talk",Dow Jones Institutional News,2022-11-28,14:39:00,127
  Bitcoin Falls. Why the Stock Market Could Be Setting Up Crypto for a Volatile Week.,Barron's Online,2022-11-28,13:47:00,567
  Press Release: TeraWulf Updates Mining Operations and Cost-Reduction Initiatives,Dow Jones Institutional News,2022-11-28,13:30:00,1706
  Press Release: XBT Provider Receives Approval for and Publishes Updated Prospectus,Dow Jones Institutional News,2022-11-28,12:15:00,476
  Bitcoin Prices Fall. Why the Stock Market Could Be Setting Up Crypto for a Volatile Week. -- Barrons.com,Dow Jones Institutional News,2022-11-28,11:00:00,567
"  This short ETF is soaring as it benefits from crypto tumult after FTX collapse; 'FTX was supposed to be this sort of stable, white knight in...",MarketWatch,2022-11-26,21:04:00,810
                             Fidelity sticks with bitcoin 401(k) offerings despite crypto turmoil — but why? Crypto declines and FTX collapses — Fidelity is undeterred.,MarketWatch,2022-11-26,20:58:00,859
"  Central banks should buy bitcoin as a hedge against sanctions by other countries, Harvard Ph.D. candidate says; The paper comes shortly...",MarketWatch,2022-11-26,19:35:00,444
  The Trader: Searching for a Bottom in Crypto After FTX -- Barron's,Dow Jones Institutional News,2022-11-26,02:30:00,631
  Searching for a Bottom in Crypto After FTX,Barron's Online,2022-11-26,01:05:00,636
  Searching for a Bottom in Crypto After FTX -- Barrons.com,Dow Jones Institutional News,2022-11-26,01:05:00,618
"  Bitcoin Slumps, but Dogecoin Pops. It's Not Elon Musk This Time.",Barron's Online,2022-11-25,19:06:00,353
  Bitcoin Prices Are Weak. Gloom Is Spreading Across Crypto.,Barron's Online,2022-11-25,13:52:00,529
  Can You Buy Bitcoin Without an Exchange Like FTX? We Tried.,Barron's Online,2022-11-25,13:46:00,895
  Bitcoin Prices Are Weak. Here's Proof That Gloom Is Spreading Across Crypto. -- Barrons.com,Dow Jones Institutional News,2022-11-25,12:00:00,538
  Buy Bitcoin Without an Exchange? It Can Be Done. But Would You Want To? -- Barrons.com,Dow Jones Institutional News,2022-11-25,07:59:00,874
  Crypto Has Little to Celebrate as Bitcoin and Ether See Gloomiest Thanksgiving Ever,Barron's Online,2022-11-24,12:30:00,430
  Crypto Has Little to Celebrate as Bitcoin and Ether See Gloomiest Thanksgiving Ever -- Barrons.com,Dow Jones Institutional News,2022-11-24,12:30:00,431
  Bitcoin Isn’t Budging. This Week Brings Little Hope for Crypto.,Dow Jones Institutional News,2022-11-24,12:10:00,433
  Bitcoin Isn't Budging. This Week Brings Little Hope for Crypto.,Barron's Online,2022-11-24,11:45:00,442
  Bitcoin Isn't Budging. This Week Brings Little Hope for Crypto. -- Barrons.com,Dow Jones Institutional News,2022-11-24,11:45:00,438
  Wall Street Is Saying 'No' to a Bitcoin Rebound. Bearish Bets Are Piling Up. -- Barrons.com,Dow Jones Institutional News,2022-11-23,18:27:00,638
  Wall Street Is Saying 'No' to a Bitcoin Rebound. Bearish Bets Are Piling Up.,Barron's Online,2022-11-23,18:27:00,638
  Financial Services Roundup: Market Talk,Dow Jones Institutional News,2022-11-23,17:20:00,947
"  El Salvador Moves Toward Bitcoin-Backed 'Volcano Bonds' Despite Price Crash, FTX Turmoil -- WSJ",Dow Jones Institutional News,2022-11-23,16:15:00,444
  Bitcoin Miner Core Scientific Lost $435 Million in the Third Quarter -- WSJ,Dow Jones Institutional News,2022-11-23,15:30:00,326
  Dollar Reversal May be Temporary -- Market Talk,Dow Jones Institutional News,2022-11-23,12:26:00,1508
  UK PMI Data Point to Further Weakness Ahead -- Market Talk,Dow Jones Institutional News,2022-11-23,11:47:00,1514
  Zambia Debt Restructuring Seen Easing Inflation Risk -- Market Talk,Dow Jones Institutional News,2022-11-23,11:43:00,1491
